Filename,RMS,Pitch,Var,ZCR,Jitter,Shimmer,TEO,Label
1013_WSI_SAD_XX.wav,404,186,235,0.0971,30.38,26.35,19817,SAD (Sadness)
1013_WSI_NEU_XX.wav,499,184,284,0.102,26.14,26.21,61046,NEU (Neutral)
1014_DFA_HAP_XX.wav,768,186,346,0.0781,27.93,36.5,481301,HAP (Happy)
1014_DFA_DIS_XX.wav,289,176,243,0.0703,32.11,24.56,21410,DIS (Disgust)
1014_DFA_ANG_XX.wav,2445,211,328,0.1554,26.96,28.94,9757148,ANG (Angry)
1014_DFA_FEA_XX.wav,1228,203,331,0.0723,30.07,31.56,1784606,FEA (Fear)
1014_DFA_NEU_XX.wav,509,173,262,0.075,34.11,28.33,143499,NEU (Neutral)
1014_IEO_ANG_HI.wav,4733,238,341,0.1478,18.49,26.02,19255995,ANG (Angry)
1014_IEO_ANG_LO.wav,1183,206,334,0.0996,25.92,25.42,931620,ANG (Angry)
1014_DFA_SAD_XX.wav,274,187,297,0.0698,33.03,23.81,16377,SAD (Sadness)
1014_IEO_ANG_MD.wav,1490,192,342,0.112,29.2,27.96,1427751,ANG (Angry)
1014_IEO_HAP_LO.wav,653,189,329,0.0772,37.34,31.56,199686,HAP (Happy)
1014_IEO_DIS_HI.wav,1124,198,329,0.0973,27.81,27.35,1346472,DIS (Disgust)
1014_IEO_DIS_MD.wav,851,184,339,0.0901,33.28,28.65,424570,DIS (Disgust)
1014_IEO_FEA_LO.wav,268,187,233,0.0781,31.87,22.36,10511,FEA (Fear)
1014_IEO_DIS_LO.wav,376,175,337,0.0689,34.32,24.75,50101,DIS (Disgust)
1014_IEO_HAP_HI.wav,2828,216,291,0.1222,23.3,29.52,6899701,HAP (Happy)
1014_IEO_FEA_MD.wav,338,198,291,0.0643,31.66,25.79,28786,FEA (Fear)
1014_IEO_FEA_HI.wav,1127,194,274,0.1222,27.35,30.22,1029578,FEA (Fear)
1014_IEO_HAP_MD.wav,651,174,343,0.0929,40.09,28.42,413456,HAP (Happy)
1014_IEO_NEU_XX.wav,439,172,339,0.076,38.7,28.64,45407,NEU (Neutral)
1014_IEO_SAD_HI.wav,310,204,341,0.0485,28.17,25.55,13165,SAD (Sadness)
1014_IEO_SAD_MD.wav,269,180,207,0.0565,36.08,22.55,8214,SAD (Sadness)
1014_IEO_SAD_LO.wav,244,183,324,0.0623,38.56,25.78,7302,SAD (Sadness)
1014_IOM_DIS_XX.wav,386,185,260,0.0721,33.7,21.33,50475,DIS (Disgust)
1014_IOM_HAP_XX.wav,1388,204,333,0.0678,31.4,25.91,725305,HAP (Happy)
1014_IOM_ANG_XX.wav,1431,195,327,0.0959,25.19,24.07,1388124,ANG (Angry)
1014_IOM_FEA_XX.wav,661,191,334,0.0614,27.48,18.9,180351,FEA (Fear)
1014_IOM_NEU_XX.wav,705,192,342,0.0664,30.34,20.1,169978,NEU (Neutral)
1014_ITH_HAP_XX.wav,796,187,265,0.0843,29.48,28.87,206922,HAP (Happy)
1014_IOM_SAD_XX.wav,354,178,341,0.0532,36.43,21.76,22581,SAD (Sadness)
1014_ITH_ANG_XX.wav,576,179,342,0.0993,37.56,28.25,260663,ANG (Angry)
1014_ITH_NEU_XX.wav,815,189,327,0.077,24.16,30.54,372709,NEU (Neutral)
1014_ITH_SAD_XX.wav,224,183,328,0.053,33.38,21.37,4207,SAD (Sadness)
1014_ITH_FEA_XX.wav,1517,190,339,0.0774,28.06,28.27,1691536,FEA (Fear)
1014_ITS_ANG_XX.wav,1060,193,326,0.1217,20.49,29.54,478355,ANG (Angry)
1014_ITS_HAP_XX.wav,836,190,265,0.0902,31.2,28.45,195406,HAP (Happy)
1014_ITS_FEA_XX.wav,553,178,339,0.0674,32.44,25.33,68094,FEA (Fear)
1014_ITS_NEU_XX.wav,618,186,341,0.094,31.28,28.36,130279,NEU (Neutral)
1014_ITH_DIS_XX.wav,397,173,343,0.0811,33.92,25.28,97101,DIS (Disgust)
1014_IWL_FEA_XX.wav,462,182,340,0.0562,34.52,21.98,39396,FEA (Fear)
1014_ITS_DIS_XX.wav,361,184,338,0.0823,38.31,22.64,61566,DIS (Disgust)
1014_ITS_SAD_XX.wav,286,180,333,0.0606,40.24,22.18,9430,SAD (Sadness)
1014_IWL_ANG_XX.wav,1994,195,338,0.0915,24.27,22.84,2185393,ANG (Angry)
1014_IWL_DIS_XX.wav,362,186,341,0.0619,31.64,19.94,34311,DIS (Disgust)
1014_IWW_ANG_XX.wav,1732,200,328,0.1131,19.8,29.27,2607177,ANG (Angry)
1014_IWL_HAP_XX.wav,1206,188,343,0.0734,30.78,27.47,441132,HAP (Happy)
1014_IWW_DIS_XX.wav,374,185,336,0.0956,33.25,23.79,38428,DIS (Disgust)
1014_IWW_FEA_XX.wav,461,180,340,0.0917,30.62,27.86,66506,FEA (Fear)
1014_IWW_NEU_XX.wav,650,188,342,0.0918,37.05,24.19,127970,NEU (Neutral)
1014_IWL_NEU_XX.wav,762,185,339,0.0692,27.77,24.0,197334,NEU (Neutral)
1014_IWW_SAD_XX.wav,240,182,342,0.0643,38.26,21.91,4112,SAD (Sadness)
1014_IWW_HAP_XX.wav,807,180,309,0.0856,29.08,28.73,170055,HAP (Happy)
1014_MTI_DIS_XX.wav,412,190,341,0.0643,40.87,22.19,25586,DIS (Disgust)
1014_MTI_HAP_XX.wav,1457,202,342,0.0667,30.69,26.92,485246,HAP (Happy)
1014_MTI_NEU_XX.wav,831,187,345,0.0722,34.19,23.27,224156,NEU (Neutral)
1014_MTI_ANG_XX.wav,1833,187,263,0.0937,20.17,25.77,1364261,ANG (Angry)
1014_TAI_ANG_XX.wav,2101,193,338,0.1353,23.94,26.27,2776491,ANG (Angry)
1014_TAI_SAD_XX.wav,297,171,339,0.0578,40.43,21.22,8194,SAD (Sadness)
1014_IWL_SAD_XX.wav,294,187,263,0.052,34.74,20.55,6751,SAD (Sadness)
1014_TAI_HAP_XX.wav,1518,199,342,0.0858,28.21,34.69,812215,HAP (Happy)
1014_TAI_DIS_XX.wav,358,184,340,0.0847,39.95,23.46,27384,DIS (Disgust)
1014_TAI_NEU_XX.wav,810,186,343,0.1,29.43,24.15,258887,NEU (Neutral)
1014_MTI_SAD_XX.wav,328,182,279,0.0546,36.03,21.58,9787,SAD (Sadness)
1014_TIE_ANG_XX.wav,2112,200,338,0.1282,24.77,31.68,9006870,ANG (Angry)
1014_TAI_FEA_XX.wav,546,172,233,0.0703,31.15,25.67,62620,FEA (Fear)
1014_MTI_FEA_XX.wav,358,179,345,0.0528,38.06,26.63,22140,FEA (Fear)
1014_TIE_NEU_XX.wav,629,187,274,0.0865,30.18,25.21,180495,NEU (Neutral)
1014_TIE_FEA_XX.wav,507,169,345,0.0792,32.01,29.63,148146,FEA (Fear)
1014_TIE_DIS_XX.wav,601,182,343,0.0894,31.8,30.48,241029,DIS (Disgust)
1014_TIE_HAP_XX.wav,1504,198,331,0.1166,25.53,29.31,2148928,HAP (Happy)
1014_TSI_HAP_XX.wav,940,201,334,0.1409,28.84,30.8,582232,HAP (Happy)
1014_TSI_DIS_XX.wav,307,191,340,0.1538,30.74,23.38,51580,DIS (Disgust)
1014_TSI_FEA_XX.wav,385,193,343,0.125,29.3,29.82,61492,FEA (Fear)
1014_TSI_NEU_XX.wav,676,194,342,0.1573,31.21,30.34,187971,NEU (Neutral)
1014_TSI_ANG_XX.wav,1080,198,342,0.1755,29.22,25.88,1073582,ANG (Angry)
1014_WSI_HAP_XX.wav,1185,200,323,0.1462,28.05,38.41,805712,HAP (Happy)
1014_TIE_SAD_XX.wav,283,195,345,0.0546,40.06,20.6,11139,SAD (Sadness)
1014_WSI_NEU_XX.wav,828,183,312,0.1434,29.07,34.22,269320,NEU (Neutral)
1014_WSI_DIS_XX.wav,320,172,248,0.1071,39.06,23.56,29173,DIS (Disgust)
1015_DFA_ANG_XX.wav,949,197,325,0.0838,28.96,27.43,795267,ANG (Angry)
1014_WSI_SAD_XX.wav,244,191,300,0.0765,36.59,22.91,6393,SAD (Sadness)
1014_WSI_FEA_XX.wav,486,181,334,0.089,29.4,28.48,85282,FEA (Fear)
1014_TSI_SAD_XX.wav,270,174,342,0.1171,39.37,21.6,19886,SAD (Sadness)
1015_DFA_DIS_XX.wav,698,207,327,0.0759,21.53,26.24,108104,DIS (Disgust)
1014_WSI_ANG_XX.wav,1988,208,341,0.1792,25.09,34.83,4123557,ANG (Angry)
1015_DFA_FEA_XX.wav,692,202,321,0.0627,23.06,30.11,92501,FEA (Fear)
1015_DFA_NEU_XX.wav,524,181,251,0.0607,40.36,33.21,62996,NEU (Neutral)
1015_DFA_HAP_XX.wav,1056,212,330,0.0555,22.59,33.88,428549,HAP (Happy)
1015_IEO_ANG_HI.wav,1977,194,305,0.1037,23.72,34.56,3614967,ANG (Angry)
1015_IEO_DIS_LO.wav,467,217,334,0.0683,25.91,28.86,42941,DIS (Disgust)
1015_IEO_DIS_HI.wav,385,190,333,0.0636,30.99,24.19,32172,DIS (Disgust)
1015_IEO_FEA_HI.wav,1920,204,336,0.0863,36.54,28.96,2934183,FEA (Fear)
1015_IEO_ANG_LO.wav,1782,194,340,0.0856,27.44,31.65,1354018,ANG (Angry)
1015_IEO_FEA_LO.wav,347,185,328,0.0633,33.58,26.57,14153,FEA (Fear)
1015_IEO_ANG_MD.wav,484,182,326,0.0786,39.17,28.34,58337,ANG (Angry)
1015_DFA_SAD_XX.wav,362,174,334,0.0621,30.8,24.51,27603,SAD (Sadness)
1015_IEO_HAP_HI.wav,404,184,289,0.0707,31.43,27.32,24387,HAP (Happy)
1015_IEO_DIS_MD.wav,496,173,343,0.059,34.07,25.4,88908,DIS (Disgust)
1015_IEO_FEA_MD.wav,325,169,306,0.0637,36.96,27.96,20838,FEA (Fear)
1015_IEO_HAP_MD.wav,590,188,314,0.0718,32.02,30.96,78458,HAP (Happy)
1015_IEO_HAP_LO.wav,483,187,235,0.0677,24.07,35.44,52463,HAP (Happy)
1015_IEO_SAD_LO.wav,276,172,215,0.0476,33.37,22.54,3815,SAD (Sadness)
1015_IEO_SAD_HI.wav,220,174,340,0.0449,44.48,21.63,1648,SAD (Sadness)
1015_IEO_NEU_XX.wav,445,182,229,0.0562,36.59,29.19,46499,NEU (Neutral)
1015_IOM_HAP_XX.wav,1748,188,222,0.0719,19.18,32.68,840133,HAP (Happy)
1015_IEO_SAD_MD.wav,273,173,272,0.0552,36.07,24.88,4943,SAD (Sadness)
1015_IOM_DIS_XX.wav,496,180,342,0.0444,36.53,20.45,14813,DIS (Disgust)
1015_IOM_NEU_XX.wav,593,180,339,0.0551,35.77,18.75,34569,NEU (Neutral)
1015_IOM_ANG_XX.wav,537,177,339,0.058,33.24,23.98,26049,ANG (Angry)
1015_IOM_FEA_XX.wav,409,178,248,0.0575,29.88,22.53,17573,FEA (Fear)
1015_IOM_SAD_XX.wav,622,189,344,0.0488,30.6,18.78,54741,SAD (Sadness)
1015_ITH_HAP_XX.wav,650,193,276,0.061,35.44,31.29,70712,HAP (Happy)
1015_ITH_ANG_XX.wav,673,185,340,0.0705,31.77,35.73,358640,ANG (Angry)
1015_ITH_SAD_XX.wav,327,164,235,0.0498,36.25,27.85,10378,SAD (Sadness)
1015_ITS_HAP_XX.wav,1025,224,334,0.0999,19.65,29.8,267660,HAP (Happy)
1015_ITS_FEA_XX.wav,417,183,330,0.0745,23.95,23.74,19590,FEA (Fear)
1015_ITH_FEA_XX.wav,403,168,339,0.0539,36.94,27.22,16296,FEA (Fear)
1015_ITS_ANG_XX.wav,1023,197,344,0.1107,35.2,27.14,564739,ANG (Angry)
1015_ITH_DIS_XX.wav,303,180,344,0.0461,37.82,23.56,9321,DIS (Disgust)
1015_ITS_DIS_XX.wav,353,182,343,0.072,37.34,25.79,14158,DIS (Disgust)
1015_ITH_NEU_XX.wav,385,170,242,0.0527,36.45,27.24,17439,NEU (Neutral)
1015_IWL_HAP_XX.wav,904,189,273,0.0645,23.06,24.32,143114,HAP (Happy)
1015_ITS_NEU_XX.wav,399,182,210,0.0671,26.69,26.31,19120,NEU (Neutral)
1015_IWL_NEU_XX.wav,630,184,338,0.0543,23.61,25.24,53202,NEU (Neutral)
1015_IWL_ANG_XX.wav,1010,197,330,0.067,30.12,25.96,224478,ANG (Angry)
1015_IWL_DIS_XX.wav,555,183,342,0.0528,28.27,20.42,47718,DIS (Disgust)
1015_IWL_FEA_XX.wav,776,189,342,0.072,27.15,24.38,104311,FEA (Fear)
1015_IWW_ANG_XX.wav,343,194,339,0.079,35.66,21.77,20446,ANG (Angry)
1015_ITS_SAD_XX.wav,318,194,331,0.0523,29.74,25.07,6700,SAD (Sadness)
1015_IWW_FEA_XX.wav,469,173,344,0.0759,36.42,22.66,33848,FEA (Fear)
1015_IWL_SAD_XX.wav,463,175,343,0.0539,34.74,19.66,18444,SAD (Sadness)
1015_MTI_HAP_XX.wav,975,183,341,0.0601,33.75,27.06,273944,HAP (Happy)
1015_IWW_HAP_XX.wav,1129,187,343,0.078,30.65,33.57,468135,HAP (Happy)
1015_IWW_DIS_XX.wav,278,187,330,0.0502,36.61,23.49,4371,DIS (Disgust)
1015_MTI_NEU_XX.wav,576,192,342,0.0535,29.13,23.0,25384,NEU (Neutral)
1015_IWW_SAD_XX.wav,331,182,334,0.055,35.98,21.76,7150,SAD (Sadness)
1015_IWW_NEU_XX.wav,438,177,338,0.0544,35.67,23.64,24545,NEU (Neutral)
1015_MTI_DIS_XX.wav,524,196,340,0.0612,27.21,23.0,41280,DIS (Disgust)
1015_MTI_SAD_XX.wav,560,175,313,0.0525,32.35,24.28,38261,SAD (Sadness)
1015_MTI_FEA_XX.wav,749,190,346,0.0597,28.34,22.93,97841,FEA (Fear)
1015_MTI_ANG_XX.wav,771,190,335,0.0637,28.57,28.95,149234,ANG (Angry)
1015_TAI_NEU_XX.wav,843,200,335,0.0685,23.43,28.89,137407,NEU (Neutral)
1015_TAI_ANG_XX.wav,2761,201,245,0.0841,18.93,35.26,4488596,ANG (Angry)
1015_TAI_HAP_XX.wav,1071,207,339,0.0811,29.67,34.65,251453,HAP (Happy)
1015_TAI_SAD_XX.wav,446,168,340,0.0514,37.97,20.35,16671,SAD (Sadness)
1015_TAI_FEA_XX.wav,933,203,327,0.0714,29.4,24.84,188319,FEA (Fear)
1015_TIE_FEA_XX.wav,848,177,344,0.0647,28.46,25.67,250494,FEA (Fear)
1015_TIE_ANG_XX.wav,516,165,345,0.0885,36.05,29.23,293502,ANG (Angry)
1015_TIE_NEU_XX.wav,407,161,347,0.0707,41.75,27.07,50437,NEU (Neutral)
1015_TIE_SAD_XX.wav,419,171,338,0.0644,44.39,22.73,44730,SAD (Sadness)
1015_TAI_DIS_XX.wav,399,184,342,0.0813,28.24,24.45,20103,DIS (Disgust)
1015_TSI_ANG_XX.wav,729,187,338,0.1726,33.33,27.74,313029,ANG (Angry)
1015_TIE_HAP_XX.wav,772,174,346,0.0653,34.67,25.37,310948,HAP (Happy)
1015_TSI_HAP_XX.wav,878,221,327,0.2117,31.85,29.73,380721,HAP (Happy)
1015_TIE_DIS_XX.wav,286,184,290,0.0601,37.09,23.61,15615,DIS (Disgust)
1015_TSI_NEU_XX.wav,424,202,338,0.1299,32.59,30.19,35790,NEU (Neutral)
1015_TSI_SAD_XX.wav,319,194,343,0.1187,36.18,24.09,20609,SAD (Sadness)
1015_TSI_DIS_XX.wav,350,193,344,0.131,31.09,26.87,34469,DIS (Disgust)
1015_WSI_FEA_XX.wav,406,190,262,0.0883,26.8,26.67,23943,FEA (Fear)
1015_TSI_FEA_XX.wav,713,191,332,0.1606,30.06,31.18,154121,FEA (Fear)
1015_WSI_ANG_XX.wav,927,194,326,0.1123,26.35,28.53,437458,ANG (Angry)
1015_WSI_HAP_XX.wav,819,201,272,0.0964,20.31,33.09,89908,HAP (Happy)
1015_WSI_DIS_XX.wav,512,171,340,0.0655,34.76,26.9,45015,DIS (Disgust)
1016_DFA_ANG_XX.wav,3628,196,239,0.0963,23.1,31.76,11395542,ANG (Angry)
1016_DFA_HAP_XX.wav,1388,182,342,0.0696,27.51,37.91,697234,HAP (Happy)
1015_WSI_SAD_XX.wav,378,186,249,0.0589,31.31,25.45,16779,SAD (Sadness)
1015_WSI_NEU_XX.wav,377,173,325,0.0612,36.25,28.5,23213,NEU (Neutral)
1016_DFA_NEU_XX.wav,817,163,227,0.0643,37.02,34.68,172610,NEU (Neutral)
1016_DFA_FEA_XX.wav,278,167,342,0.0836,35.1,21.14,17774,FEA (Fear)
1016_IEO_ANG_LO.wav,874,200,343,0.0658,34.26,26.12,205246,ANG (Angry)
1016_DFA_DIS_XX.wav,1479,177,342,0.095,26.4,30.63,2325209,DIS (Disgust)
1016_DFA_SAD_XX.wav,433,193,341,0.0653,44.15,27.87,31804,SAD (Sadness)
1016_IEO_FEA_LO.wav,346,183,290,0.0595,33.92,21.63,17195,FEA (Fear)
1016_IEO_DIS_MD.wav,1141,186,333,0.079,31.76,29.89,528399,DIS (Disgust)
1016_IEO_ANG_MD.wav,1171,180,251,0.0723,30.04,27.43,551202,ANG (Angry)
1016_IEO_ANG_HI.wav,5359,236,334,0.1122,16.67,27.38,17554248,ANG (Angry)
1016_IEO_FEA_HI.wav,612,188,324,0.0764,28.8,24.41,84774,FEA (Fear)
1016_IEO_DIS_LO.wav,340,187,342,0.0599,33.48,22.62,12668,DIS (Disgust)
1016_IEO_FEA_MD.wav,472,163,336,0.0639,40.28,23.75,44636,FEA (Fear)
1016_IEO_HAP_LO.wav,389,180,333,0.0795,31.0,23.87,31894,HAP (Happy)
1016_IEO_DIS_HI.wav,498,181,341,0.0597,36.92,26.07,68110,DIS (Disgust)
1016_IEO_NEU_XX.wav,536,186,334,0.0631,34.61,25.62,57529,NEU (Neutral)
1016_IEO_HAP_HI.wav,504,166,341,0.0635,40.16,23.03,31840,HAP (Happy)
1016_IEO_HAP_MD.wav,536,195,334,0.069,34.75,29.84,71296,HAP (Happy)
1016_IOM_ANG_XX.wav,1099,178,342,0.0633,29.1,21.8,405204,ANG (Angry)
1016_IEO_SAD_LO.wav,317,182,344,0.0755,35.9,22.98,20597,SAD (Sadness)
1016_IEO_SAD_MD.wav,288,186,247,0.06,32.6,22.04,9747,SAD (Sadness)
1016_IOM_HAP_XX.wav,1075,174,297,0.0589,32.81,24.92,351527,HAP (Happy)
1016_IOM_NEU_XX.wav,710,174,237,0.0512,34.59,19.04,82464,NEU (Neutral)
1016_IOM_SAD_XX.wav,294,175,331,0.0537,48.19,17.09,6192,SAD (Sadness)
1016_IOM_FEA_XX.wav,1154,174,335,0.0582,36.9,27.51,277059,FEA (Fear)
1016_IOM_DIS_XX.wav,492,164,344,0.0506,36.55,20.88,26995,DIS (Disgust)
1016_IEO_SAD_HI.wav,313,181,343,0.0627,35.47,22.58,16793,SAD (Sadness)
1016_ITH_ANG_XX.wav,1941,195,319,0.0835,27.56,34.19,3318482,ANG (Angry)
1016_ITH_HAP_XX.wav,867,184,342,0.0639,35.41,27.29,391531,HAP (Happy)
1016_ITS_NEU_XX.wav,851,184,325,0.1003,31.44,33.31,216091,NEU (Neutral)
1016_ITH_FEA_XX.wav,1059,186,327,0.0677,25.31,28.99,264748,FEA (Fear)
1016_ITS_ANG_XX.wav,2558,199,340,0.1134,30.43,32.22,3879454,ANG (Angry)
1016_ITH_DIS_XX.wav,424,183,334,0.0936,37.07,26.78,82628,DIS (Disgust)
1016_ITS_FEA_XX.wav,359,177,337,0.1053,30.64,29.03,40646,FEA (Fear)
1016_ITS_HAP_XX.wav,799,210,322,0.093,30.23,27.32,207959,HAP (Happy)
1016_ITH_NEU_XX.wav,587,175,343,0.0633,34.67,31.74,68251,NEU (Neutral)
1016_ITS_DIS_XX.wav,825,197,323,0.1298,32.08,28.68,263763,DIS (Disgust)
1016_ITS_SAD_XX.wav,378,172,299,0.1033,34.63,29.44,55511,SAD (Sadness)
1016_ITH_SAD_XX.wav,391,183,342,0.0732,36.85,26.67,49868,SAD (Sadness)
1016_IWL_ANG_XX.wav,4821,230,331,0.0852,18.46,29.06,10947304,ANG (Angry)
1016_IWL_NEU_XX.wav,683,168,331,0.0547,40.5,22.98,100602,NEU (Neutral)
1016_IWW_ANG_XX.wav,1430,184,342,0.0874,36.73,27.23,1421883,ANG (Angry)
1016_IWW_NEU_XX.wav,736,179,338,0.0658,38.65,25.03,69201,NEU (Neutral)
1016_IWL_DIS_XX.wav,636,197,341,0.0585,34.69,23.93,50928,DIS (Disgust)
1016_IWW_DIS_XX.wav,398,194,341,0.0916,34.13,29.42,55803,DIS (Disgust)
1016_IWW_HAP_XX.wav,1323,183,345,0.0753,34.92,34.55,390276,HAP (Happy)
1016_IWL_HAP_XX.wav,491,192,334,0.0529,25.1,21.81,19343,HAP (Happy)
1016_IWW_FEA_XX.wav,411,190,343,0.0863,30.1,33.38,29426,FEA (Fear)
1016_IWL_FEA_XX.wav,1559,198,342,0.0654,32.31,29.54,1162041,FEA (Fear)
1016_IWL_SAD_XX.wav,541,178,344,0.0533,39.05,26.7,35998,SAD (Sadness)
1016_MTI_ANG_XX.wav,2605,193,331,0.0751,29.01,24.14,3691716,ANG (Angry)
1016_MTI_NEU_XX.wav,949,182,318,0.0521,30.49,25.44,97386,NEU (Neutral)
1016_MTI_FEA_XX.wav,1378,226,337,0.0491,21.94,22.85,278069,FEA (Fear)
1016_MTI_HAP_XX.wav,711,191,339,0.0527,37.83,20.5,146590,HAP (Happy)
1016_MTI_DIS_XX.wav,1841,200,342,0.0657,35.7,21.96,1328921,DIS (Disgust)
1016_IWW_SAD_XX.wav,293,186,341,0.0605,40.71,21.81,8064,SAD (Sadness)
1016_TAI_HAP_XX.wav,1314,198,328,0.0695,32.9,38.39,591509,HAP (Happy)
1016_MTI_SAD_XX.wav,756,175,340,0.0507,32.98,27.01,89862,SAD (Sadness)
1016_TAI_ANG_XX.wav,2341,201,324,0.1053,24.81,32.22,2924442,ANG (Angry)
1016_TAI_DIS_XX.wav,1136,190,340,0.0925,31.91,27.74,589820,DIS (Disgust)
1016_TAI_SAD_XX.wav,547,179,340,0.071,37.48,27.31,46667,SAD (Sadness)
1016_TAI_NEU_XX.wav,510,177,322,0.0615,37.99,22.89,36878,NEU (Neutral)
1016_TIE_ANG_XX.wav,2405,207,343,0.0872,24.94,32.43,3874829,ANG (Angry)
1016_TIE_FEA_XX.wav,955,185,336,0.0788,37.43,36.06,440869,FEA (Fear)
1016_TSI_ANG_XX.wav,2498,204,257,0.1977,25.73,31.45,4530426,ANG (Angry)
1016_TIE_DIS_XX.wav,506,199,338,0.0961,32.47,31.33,217912,DIS (Disgust)
1016_TAI_FEA_XX.wav,477,186,341,0.0796,34.2,30.08,41637,FEA (Fear)
1016_TIE_HAP_XX.wav,1088,186,347,0.0908,31.11,28.32,700791,HAP (Happy)
1016_TIE_SAD_XX.wav,389,178,341,0.0531,43.63,24.91,29112,SAD (Sadness)
1016_TSI_NEU_XX.wav,684,185,333,0.1639,35.51,29.17,224011,NEU (Neutral)
1016_TIE_NEU_XX.wav,393,169,339,0.0696,45.33,23.3,53691,NEU (Neutral)
1016_TSI_HAP_XX.wav,569,202,336,0.2035,38.4,26.83,230334,HAP (Happy)
1016_TSI_FEA_XX.wav,608,197,321,0.158,35.16,27.96,258609,FEA (Fear)
1016_TSI_SAD_XX.wav,514,180,335,0.2366,36.76,27.29,206661,SAD (Sadness)
1016_WSI_ANG_XX.wav,2882,197,346,0.1444,28.04,32.43,5872624,ANG (Angry)
1016_TSI_DIS_XX.wav,1151,199,327,0.2626,33.47,27.01,1322870,DIS (Disgust)
1016_WSI_FEA_XX.wav,547,182,309,0.1082,36.33,27.28,83834,FEA (Fear)
1017_DFA_DIS_XX.wav,267,177,285,0.0587,35.53,24.11,6865,DIS (Disgust)
1017_DFA_ANG_XX.wav,678,194,207,0.064,30.11,34.74,111607,ANG (Angry)
1016_WSI_DIS_XX.wav,1091,191,340,0.1559,36.8,29.61,591133,DIS (Disgust)
1016_WSI_SAD_XX.wav,437,163,333,0.0907,38.54,26.61,48875,SAD (Sadness)
1017_DFA_FEA_XX.wav,453,171,333,0.0602,36.19,34.86,27755,FEA (Fear)
1017_DFA_NEU_XX.wav,567,184,262,0.0571,41.51,32.99,62923,NEU (Neutral)
1016_WSI_HAP_XX.wav,903,207,342,0.1017,30.17,34.9,221282,HAP (Happy)
1016_WSI_NEU_XX.wav,871,182,330,0.0861,34.49,32.6,224587,NEU (Neutral)
1017_DFA_HAP_XX.wav,847,191,334,0.0611,27.69,39.54,214216,HAP (Happy)
1017_DFA_SAD_XX.wav,378,156,341,0.053,39.87,33.35,17672,SAD (Sadness)
1017_IEO_ANG_LO.wav,1435,196,326,0.0825,32.38,38.89,728968,ANG (Angry)
1017_IEO_ANG_MD.wav,1033,210,334,0.0676,23.02,36.21,452936,ANG (Angry)
1017_IEO_FEA_LO.wav,326,190,286,0.0483,31.43,22.53,8565,FEA (Fear)
1017_IEO_DIS_LO.wav,292,170,229,0.0607,39.08,22.14,9951,DIS (Disgust)
1017_IEO_HAP_HI.wav,666,185,332,0.0627,33.62,37.91,132748,HAP (Happy)
1017_IEO_DIS_HI.wav,379,165,238,0.0644,43.99,26.34,18350,DIS (Disgust)
1017_IEO_DIS_MD.wav,329,178,237,0.0563,31.55,26.9,14976,DIS (Disgust)
1017_IEO_HAP_MD.wav,447,171,338,0.0616,38.92,30.07,45082,HAP (Happy)
1017_IEO_ANG_HI.wav,1391,198,335,0.092,37.29,40.58,742110,ANG (Angry)
1017_IEO_FEA_HI.wav,381,185,264,0.0724,36.73,24.5,25390,FEA (Fear)
1017_IEO_HAP_LO.wav,539,179,333,0.0631,40.55,35.41,77690,HAP (Happy)
1017_IEO_FEA_MD.wav,291,181,334,0.0544,29.81,24.3,7355,FEA (Fear)
1017_IEO_NEU_XX.wav,428,184,323,0.0647,33.72,29.18,27909,NEU (Neutral)
1017_IEO_SAD_LO.wav,275,174,218,0.0508,31.81,21.32,4918,SAD (Sadness)
1017_IEO_SAD_HI.wav,253,184,251,0.045,34.25,21.16,1984,SAD (Sadness)
1017_IEO_SAD_MD.wav,271,166,226,0.0512,41.07,23.11,6135,SAD (Sadness)
1017_IOM_FEA_XX.wav,566,170,330,0.0458,35.18,17.84,27257,FEA (Fear)
1017_IOM_HAP_XX.wav,517,167,244,0.0535,43.81,21.51,45194,HAP (Happy)
1017_IOM_ANG_XX.wav,526,174,340,0.0583,38.23,23.26,58750,ANG (Angry)
1017_IOM_SAD_XX.wav,426,173,220,0.0502,39.01,20.55,17558,SAD (Sadness)
1017_ITH_HAP_XX.wav,819,176,303,0.0631,37.64,32.26,186279,HAP (Happy)
1017_IOM_NEU_XX.wav,688,161,268,0.0524,38.61,31.16,117493,NEU (Neutral)
1017_IOM_DIS_XX.wav,393,165,287,0.0525,40.59,22.52,18609,DIS (Disgust)
1017_ITH_NEU_XX.wav,474,168,345,0.0575,42.75,33.94,41979,NEU (Neutral)
1017_ITH_FEA_XX.wav,364,167,245,0.0632,45.95,25.71,20454,FEA (Fear)
1017_ITH_SAD_XX.wav,401,166,339,0.0549,43.95,28.71,31874,SAD (Sadness)
1017_ITH_DIS_XX.wav,346,186,343,0.0637,41.93,24.69,17050,DIS (Disgust)
1017_ITS_FEA_XX.wav,389,164,336,0.0889,43.57,24.83,20147,FEA (Fear)
1017_ITH_ANG_XX.wav,408,180,325,0.0675,35.09,27.31,32663,ANG (Angry)
1017_ITS_DIS_XX.wav,265,169,344,0.0759,40.38,20.69,8281,DIS (Disgust)
1017_ITS_ANG_XX.wav,340,180,209,0.0636,33.19,23.48,12872,ANG (Angry)
1017_ITS_NEU_XX.wav,421,176,331,0.0725,42.69,26.43,23422,NEU (Neutral)
